ItemNumberorderableSKU,Description,Vendor,OEM,OEMPartNumber,ConditionCode,QOH,InStock,LeadTime,InventoryID,RefNoteID,Attribute,RefNoteID_2,Attribute_2,InventoryID_2,Subitem,Warehouse,Location,InventoryID_3,Subitem_2,Warehouse_2,RefNoteID_3,Attribute_3,InventoryID_4,Currency,ReplClass,InventoryID_5,CuryID,Warehouse_3,LocationID,RefNoteID_4,Attribute_4
NQPH1070E,Philips IntelliVue MP70 Patient Monitor ELO Touch Screen Panel Version B (New Replacement),Avante Health Solutions (APM-PATIENT MONITORING),Avante,KLN-038-01D,New Aftermarket,8.000000,Y,1-5 days,NQPH1070E,e2623061-6d64-ea11-817b-a9605c8569c6,MANUFACTUR,e2623061-6d64-ea11-817b-a9605c8569c6,MFGPARTNO,NQPH1070E,0,APM MAIN,F11I1,NQPH1070E,0,APM MAIN,e2623061-6d64-ea11-817b-a9605c8569c6,PARTGROUP,NQPH1070E,USD,PURCHASE,75009,USD,APM MAIN,F11I1,e2623061-6d64-ea11-817b-a9605c8569c6,PSAPMPART
NQPH1700,Philips IntelliVue MP70 Patient Monitor Branding Cover Emblem (New Replacement),Avante Health Solutions (APM-PATIENT MONITORING),Avante,MP30 Battery Board,New Aftermarket,95.000000,Y,1-5 days,NQPH1700,69633061-6d64-ea11-817b-a9605c8569c6,MANUFACTUR,69633061-6d64-ea11-817b-a9605c8569c6,MFGPARTNO,NQPH1700,0,APM MAIN,F11A2,NQPH1700,0,APM MAIN,69633061-6d64-ea11-817b-a9605c8569c6,PARTGROUP,NQPH1700,USD,PURCHASE,75016,USD,APM MAIN,F11A2,69633061-6d64-ea11-817b-a9605c8569c6,PSAPMPART
NQPH9109,"Philips IntelliVue M20, MP30, MP40, MP50, MP60, or MP70 Navigation Speed Point Controller Knob (For use with D80, MP80, or MP90 When Used with Remote Speed Point) (Replaces M8003-47402/451261019561) (New Replacement)",Avante Health Solutions (APM-PATIENT MONITORING),Avante,,New Aftermarket,57.000000,Y,1-5 days,NQPH9109,bf8111c0-37a6-ea11-817d-fadf9b67cb3d,MANUFACTUR,,,NQPH9109,0,APM MAIN,F11B3,NQPH9109,0,APM MAIN,bf8111c0-37a6-ea11-817d-fadf9b67cb3d,PARTGROUP,NQPH9109,USD,PURCHASE,85826,USD,APM MAIN,F11B3,bf8111c0-37a6-ea11-817d-fadf9b67cb3d,PSAPMPART
NQPH9605,Philips MP5 Side Bezel= C06/Nibp/SpO2/ECG/C06 (New Replacement),Avante Health Solutions (APM-PATIENT MONITORING),Avante,,New Aftermarket,166.000000,Y,1-5 days,NQPH9605,50643061-6d64-ea11-817b-a9605c8569c6,MANUFACTUR,,,NQPH9605,0,APM MAIN,D09B1,NQPH9605,0,APM MAIN,50643061-6d64-ea11-817b-a9605c8569c6,PARTGROUP,NQPH9605,USD,PURCHASE,75028,USD,APM MAIN,D09D1,50643061-6d64-ea11-817b-a9605c8569c6,PSAPMPART
NQPH9607,Philips MP5 Side Bezel= Nibp/Nellcor SpO2/ECG/Mco2 (New Replacement),Avante Health Solutions (APM-PATIENT MONITORING),Avante,5097,New Aftermarket,5.000000,Y,1-5 days,NQPH9607,76643061-6d64-ea11-817b-a9605c8569c6,MANUFACTUR,76643061-6d64-ea11-817b-a9605c8569c6,MFGPARTNO,NQPH9607,0,APM MAIN,D09B1,NQPH9607,0,APM MAIN,76643061-6d64-ea11-817b-a9605c8569c6,PARTGROUP,NQPH9607,USD,PURCHASE,75030,USD,APM MAIN,D09B1,76643061-6d64-ea11-817b-a9605c8569c6,PSAPMPART
NRB5097,"Welch Allyn 71000, 71003, 71010, 71015, 71020, 71022, 71050, 71051, 71054, 71055, 71110, 71150, 71670, 72200, 72207, or 72300 Battery (New Replacement)",Avante Health Solutions (APM-PATIENT MONITORING),Avante,900770-001,New Aftermarket,91.000000,Y,1-5 days,NRB5097,897a6ebb-38a6-ea11-817d-fadf9b67cb3d,MANUFACTUR,897a6ebb-38a6-ea11-817d-fadf9b67cb3d,MFGPARTNO,NRB5097,0,APM MAIN,F08B1,NRB5097,0,APM MAIN,897a6ebb-38a6-ea11-817d-fadf9b67cb3d,PARTGROUP,NRB5097,USD,PURCHASE,87821,USD,APM MAIN,F08C1,897a6ebb-38a6-ea11-817d-fadf9b67cb3d,PSAPMPART
NRB5962,"GE Marquette MAC 3500, MAC 5000, MAC 5500, MAC 5500HD, Mac Pac, & Mac Stress Battery (Replaces 900770-001) (New Replacement)",Avante Health Solutions (APM-PATIENT MONITORING),Avante,6296-I,New Aftermarket,6.000000,Y,1-5 days,NRB5962,44f05e4f-e002-eb11-8181-1296c0afa970,MANUFACTUR,44f05e4f-e002-eb11-8181-1296c0afa970,MFGPARTNO,NRB5962,0,APM MAIN,F08C1,NRB5962,0,APM MAIN,44f05e4f-e002-eb11-8181-1296c0afa970,PARTGROUP,NRB5962,USD,PURCHASE,120365,USD,APM MAIN,F08C1,44f05e4f-e002-eb11-8181-1296c0afa970,PSAPMPART
NRB6296-I,Sigma Spectrum Infusion Pump Battery insert ONLY (New Replacement),Avante Health Solutions (APM-PATIENT MONITORING),Avante,SS-036-PS10/ RM-3222-12,New Aftermarket,199.000000,Y,1-5 days,NRB6296-I,e29778b5-38a6-ea11-817d-fadf9b67cb3d,MANUFACTUR,e29778b5-38a6-ea11-817d-fadf9b67cb3d,MFGPARTNO,NRB6296-I,0,APM MAIN,F08D2,NRB6296-I,0,APM MAIN,e29778b5-38a6-ea11-817d-fadf9b67cb3d,PARTGROUP,NRB6296-I,USD,PURCHASE,87762,USD,APM MAIN,F08D2,e29778b5-38a6-ea11-817d-fadf9b67cb3d,PSAPMPART
NSBC1725,BCI DB9 Pediatric Soft SpO2 Sensor (3 ft) (New Replacement),Avante Health Solutions (APM-PATIENT MONITORING),Avante,975AD-10,New Aftermarket,2.000000,Y,1-5 days,NSBC1725,a9f23367-6d64-ea11-817b-a9605c8569c6,MANUFACTUR,a9f23367-6d64-ea11-817b-a9605c8569c6,MFGPARTNO,NSBC1725,0,APM MAIN,E04C1,NSBC1725,0,APM MAIN,a9f23367-6d64-ea11-817b-a9605c8569c6,PARTGROUP,NSBC1725,USD,PURCHASE,75062,USD,APM MAIN,E04C1,a9f23367-6d64-ea11-817b-a9605c8569c6,PSAPMPART
NSCC3025,Criticare DB9 Adult Soft SpO2 Sensor (10 ft) (975AD-10 Direct Replacement),Avante Health Solutions (APM-PATIENT MONITORING),Avante,OXY-F1-H,New Aftermarket,13.000000,Y,1-5 days,NSCC3025,42f33367-6d64-ea11-817b-a9605c8569c6,MANUFACTUR,42f33367-6d64-ea11-817b-a9605c8569c6,MFGPARTNO,NSCC3025,0,APM MAIN,E04C1,NSCC3025,0,APM MAIN,42f33367-6d64-ea11-817b-a9605c8569c6,PARTGROUP,NSCC3025,USD,PURCHASE,75070,USD,APM MAIN,E04C1,42f33367-6d64-ea11-817b-a9605c8569c6,PSAPMPART
NSDX1035,GE Datex-Ohmeda Hypertronic Adult Soft SpO2 Sensor (3 ft) (New Replacement),Avante Health Solutions (APM-PATIENT MONITORING),Avante,Flexmax,New Aftermarket,13.000000,Y,1-5 days,NSDX1035,2f18316d-6d64-ea11-817b-a9605c8569c6,MANUFACTUR,2f18316d-6d64-ea11-817b-a9605c8569c6,MFGPARTNO,NSDX1035,0,APM MAIN,E04B1,NSDX1035,0,APM MAIN,2f18316d-6d64-ea11-817b-a9605c8569c6,PARTGROUP,NSDX1035,USD,PURCHASE,75083,USD,APM MAIN,E04B1,2f18316d-6d64-ea11-817b-a9605c8569c6,PSAPMPART
NSNE1026,Nellcor OxiMax Adult Soft DB9 SpO2 Sensor (3 ft) (FLEXMAX Direct Replacement),Avante Health Solutions (APM-PATIENT MONITORING),Avante,SS-003XN-AS30,New Aftermarket,23.000000,Y,1-5 days,NSNE1026,8a7e2d73-6d64-ea11-817b-a9605c8569c6,MANUFACTUR,8a7e2d73-6d64-ea11-817b-a9605c8569c6,MFGPARTNO,NSNE1026,0,APM MAIN,E04A1,NSNE1026,0,APM MAIN,8a7e2d73-6d64-ea11-817b-a9605c8569c6,PARTGROUP,NSNE1026,USD,PURCHASE,75125,USD,APM MAIN,E04A1,8a7e2d73-6d64-ea11-817b-a9605c8569c6,PSAPMPART
NSNN1725,Nonin DB9 Pediatric Soft SpO2 Sensor (3 ft) (8000SM Direct Replacement),Avante Health Solutions (APM-PATIENT MONITORING),Avante,M1191B,New Aftermarket,13.000000,Y,1-5 days,NSNN1725,71802d73-6d64-ea11-817b-a9605c8569c6,MANUFACTUR,71802d73-6d64-ea11-817b-a9605c8569c6,MFGPARTNO,NSNN1725,0,APM MAIN,E05G1,NSNN1725,0,APM MAIN,71802d73-6d64-ea11-817b-a9605c8569c6,PARTGROUP,NSNN1725,USD,PURCHASE,75150,USD,APM MAIN,E05G1,71802d73-6d64-ea11-817b-a9605c8569c6,PSAPMPART
NSPH1020,Philips D-Connect Adult Soft SpO2 Sensor (3 ft) (M1191B Direct Replacement),Avante Health Solutions (APM-PATIENT MONITORING),Avante,U406S-91,New Aftermarket,40.000000,Y,1-5 days,NSPH1020,cdd12e79-6d64-ea11-817b-a9605c8569c6,MANUFACTUR,cdd12e79-6d64-ea11-817b-a9605c8569c6,MFGPARTNO,NSPH1020,0,APM MAIN,E05G1,NSPH1020,0,APM MAIN,cdd12e79-6d64-ea11-817b-a9605c8569c6,PARTGROUP,NSPH1020,USD,PURCHASE,75160,USD,APM MAIN,E05G1,cdd12e79-6d64-ea11-817b-a9605c8569c6,PSAPMPART
NSPH1820,Philips D-Connect Infant Soft SpO2 Sensor (3 ft) (M1195A Direct Replacement),Avante Health Solutions (APM-PATIENT MONITORING),Avante,2007402-001,New Aftermarket,16.000000,Y,1-5 days,NSPH1820,3fd22e79-6d64-ea11-817b-a9605c8569c6,MANUFACTUR,3fd22e79-6d64-ea11-817b-a9605c8569c6,MFGPARTNO,NSPH1820,0,APM MAIN,E05G1,NSPH1820,0,APM MAIN,3fd22e79-6d64-ea11-817b-a9605c8569c6,PARTGROUP,NSPH1820,USD,PURCHASE,75166,USD,APM MAIN,E05G1,3fd22e79-6d64-ea11-817b-a9605c8569c6,PSAPMPART
NSPH2020,Philips Adult Soft Shell Finger SpO2 Sensor w/ D-Connect 9 Pin Connector 6' Cable (New Replacement),Avante Health Solutions (APM-PATIENT MONITORING),Avante,M1191BL/M1191AL,New Aftermarket,16.000000,Y,1-5 days,NSPH2020,52d22e79-6d64-ea11-817b-a9605c8569c6,MANUFACTUR,52d22e79-6d64-ea11-817b-a9605c8569c6,MFGPARTNO,NSPH2020,0,APM MAIN,E05G1,NSPH2020,0,APM MAIN,52d22e79-6d64-ea11-817b-a9605c8569c6,PARTGROUP,NSPH2020,USD,PURCHASE,75167,USD,APM MAIN,E05G1,52d22e79-6d64-ea11-817b-a9605c8569c6,PSAPMPART
NSPH3020,Philips D-Connect Adult Soft SpO2 Sensor (10 ft) (M1191BL M1191AL Direct Replacement),Avante Health Solutions (APM-PATIENT MONITORING),Avante,M1195A,New Aftermarket,53.000000,Y,1-5 days,NSPH3020,78d22e79-6d64-ea11-817b-a9605c8569c6,MANUFACTUR,78d22e79-6d64-ea11-817b-a9605c8569c6,MFGPARTNO,NSPH3020,0,APM MAIN,F04A1,NSPH3020,0,APM MAIN,78d22e79-6d64-ea11-817b-a9605c8569c6,PARTGROUP,NSPH3020,USD,PURCHASE,75169,USD,APM MAIN,F04A1,78d22e79-6d64-ea11-817b-a9605c8569c6,PSAPMPART
NTGE9222,GE ApexPro CH Telemetry Transmitter ECG Lead Wire Block & Flex Cable Assembly (Replacement New),Avante Health Solutions (APM-PATIENT MONITORING),Avante,KLN-012B,New Aftermarket,5.000000,Y,1-5 days,NTGE9222,60485fed-35a6-ea11-817d-fadf9b67cb3d,MANUFACTUR,60485fed-35a6-ea11-817d-fadf9b67cb3d,MFGPARTNO,NTGE9222,0,APM MAIN,F14D2,NTGE9222,0,APM MAIN,60485fed-35a6-ea11-817d-fadf9b67cb3d,PARTGROUP,NTGE9222,USD,PURCHASE,82150,USD,APM MAIN,F14D2,60485fed-35a6-ea11-817d-fadf9b67cb3d,PSAPMPART
NTGE9223,GE ApexPro CH ECG Lead Wire Block & Flex Cable Assembly with Dust Cover Screws and Screw Covers (Blue)  (New Replacement),Avante Health Solutions (APM-PATIENT MONITORING),Avante,00-13537-2,New Aftermarket,16.000000,Y,1-5 days,NTGE9223,a69cb486-edc9-ee11-8354-121089124341,MANUFACTUR,a69cb486-edc9-ee11-8354-121089124341,MFGPARTNO,NTGE9223,0,APM MAIN,F14H1,NTGE9223,0,APM MAIN,a69cb486-edc9-ee11-8354-121089124341,PARTGROUP,NTGE9223,USD,PURCHASE,164784,USD,APM MAIN,F14H1,a69cb486-edc9-ee11-8354-121089124341,PSAPMPART
NTGE9230,GE ApexPro CH Telemetry Transmitter LED Flex Circuit Board (New Replacement),Avante Health Solutions (APM-PATIENT MONITORING),Avante,2010308-001/KLN-043/418480-001,New Aftermarket,75.000000,Y,1-5 days,NTGE9230,c80f437f-6d64-ea11-817b-a9605c8569c6,MANUFACTUR,c80f437f-6d64-ea11-817b-a9605c8569c6,MFGPARTNO,NTGE9230,0,APM MAIN,F14D2,NTGE9230,0,APM MAIN,c80f437f-6d64-ea11-817b-a9605c8569c6,PARTGROUP,NTGE9230,USD,PURCHASE,75205,USD,APM MAIN,F14D2,c80f437f-6d64-ea11-817b-a9605c8569c6,PSAPMPART
NTGE9262,GE ApexPro / ApexPro CH/T14 Telemetry Transmitter Case Shell & Battery Contact Terminal (New Replacement),Avante Health Solutions (APM-PATIENT MONITORING),Avante,2039019-001,New Aftermarket,25.000000,Y,1-5 days,NTGE9262,4f10437f-6d64-ea11-817b-a9605c8569c6,MANUFACTUR,4f10437f-6d64-ea11-817b-a9605c8569c6,MFGPARTNO,NTGE9262,0,APM MAIN,A000001,NTGE9262,0,APM MAIN,4f10437f-6d64-ea11-817b-a9605c8569c6,PARTGROUP,NTGE9262,USD,PURCHASE,75212,USD,APM MAIN,F14C2,4f10437f-6d64-ea11-817b-a9605c8569c6,PSAPMPART
NTGE9373,Apex Pro FH Rubber Battery Door (2039019-001) (New Replacement),Avante Health Solutions (APM-PATIENT MONITORING),Avante,989803174891_,New Aftermarket,156.000000,Y,1-5 days,NTGE9373,46aee097-e190-ec11-817f-12e75f4d5d6d,MANUFACTUR,46aee097-e190-ec11-817f-12e75f4d5d6d,MFGPARTNO,NTGE9373,0,APM MAIN,STAGED INV,NTGE9373,0,APM MAIN,46aee097-e190-ec11-817f-12e75f4d5d6d,PARTGROUP,NTGE9373,USD,PURCHASE,151776,USD,APM MAIN,STAGED INV,46aee097-e190-ec11-817f-12e75f4d5d6d,PSAPMPART
NTPH4891-3,Philips IntelliVue MX40 Wearable Patient Monitor AA Battery Harness Holder Tray w/ Battery Contact Flex (Replaces 989803174891; Box of 3 of 453564132721) (New Replacement),Avante Health Solutions (APM-PATIENT MONITORING),Avante,453564145801_,New Aftermarket,174.000000,Y,1-5 days,NTPH4891-3,56b33a85-6d64-ea11-817b-a9605c8569c6,MANUFACTUR,56b33a85-6d64-ea11-817b-a9605c8569c6,MFGPARTNO,NTPH4891-3,0,APM MAIN,F14H1,NTPH4891-3,0,APM MAIN,56b33a85-6d64-ea11-817b-a9605c8569c6,PARTGROUP,NTPH4891-3,USD,PURCHASE,75231,USD,APM MAIN,F16,56b33a85-6d64-ea11-817b-a9605c8569c6,PSAPMPART
NTPH4898,Philips IntelliVue MX40 Telemetry Transmitter ECG & SpO2 Flex circuit board Cable (453564145801)(New Replacement),Avante Health Solutions (APM-PATIENT MONITORING),Avante,M4841A Flex circuit board,New Aftermarket,94.000000,Y,1-5 days,NTPH4898,04c05c61-e002-eb11-8181-1296c0afa970,MANUFACTUR,04c05c61-e002-eb11-8181-1296c0afa970,MFGPARTNO,NTPH4898,0,APM MAIN,F14A2,NTPH4898,0,APM MAIN,04c05c61-e002-eb11-8181-1296c0afa970,PARTGROUP,NTPH4898,USD,PURCHASE,120385,USD,APM MAIN,F14A2,04c05c61-e002-eb11-8181-1296c0afa970,PSAPMPART
NTPH9330,Philips IntelliVue M2601B & M4841A Telemetry Transmitter Flex Circuit Board (New Replacement),Avante Health Solutions (APM-PATIENT MONITORING),Avante,M2601B Back Housing Cover ECG Only,New Aftermarket,1.000000,Y,1-5 days,NTPH9330,a97c398b-6d64-ea11-817b-a9605c8569c6,MANUFACTUR,a97c398b-6d64-ea11-817b-a9605c8569c6,MFGPARTNO,NTPH9330,0,APM MAIN,F14C1,NTPH9330,0,APM MAIN,a97c398b-6d64-ea11-817b-a9605c8569c6,PARTGROUP,NTPH9330,USD,PURCHASE,75256,USD,APM MAIN,F14C1,a97c398b-6d64-ea11-817b-a9605c8569c6,PSAPMPART
NTPH9366-W,Philips IntelliVue M2601B Telemetry Transmitter S01 Replacement Rear Case & Overlay White (New Replacement),Avante Health Solutions (APM-PATIENT MONITORING),Avante,M2601B Back Housing Cover ECG + SpO2,New Aftermarket,108.000000,Y,1-5 days,NTPH9366-W,9ca03691-6d64-ea11-817b-a9605c8569c6,MANUFACTUR,9ca03691-6d64-ea11-817b-a9605c8569c6,MFGPARTNO,NTPH9366-W,0,APM MAIN,F14I1,NTPH9366-W,0,APM MAIN,9ca03691-6d64-ea11-817b-a9605c8569c6,PARTGROUP,NTPH9366-W,USD,PURCHASE,75268,USD,APM MAIN,F14I1,9ca03691-6d64-ea11-817b-a9605c8569c6,PSAPMPART
NTPH9367-W,Philips IntelliVue M2601B Telemetry Transmitter S02 or S03 Replacement Rear Case & Overlay White (New Replacement),Avante Health Solutions (APM-PATIENT MONITORING),Avante,M4841A overlay label,New Aftermarket,49.000000,Y,1-5 days,NTPH9367-W,c8a03691-6d64-ea11-817b-a9605c8569c6,MANUFACTUR,c8a03691-6d64-ea11-817b-a9605c8569c6,MFGPARTNO,NTPH9367-W,0,APM MAIN,F14I1,NTPH9367-W,0,APM MAIN,c8a03691-6d64-ea11-817b-a9605c8569c6,PARTGROUP,NTPH9367-W,USD,PURCHASE,75270,USD,APM MAIN,F14I1,c8a03691-6d64-ea11-817b-a9605c8569c6,PSAPMPART
NTPH9512,Philips IntelliVue M2601B & M4841A Telemetry Transmitter Comm Port Flex Cable (New Replacement),Avante Health Solutions (APM-PATIENT MONITORING),Avante,M2601B/M4841A Battery door S02/S03,New Aftermarket,184.000000,Y,1-5 days,NTPH9512,a95a3797-6d64-ea11-817b-a9605c8569c6,MANUFACTUR,a95a3797-6d64-ea11-817b-a9605c8569c6,MFGPARTNO,NTPH9512,0,APM MAIN,F14C1,NTPH9512,0,APM MAIN,a95a3797-6d64-ea11-817b-a9605c8569c6,PARTGROUP,NTPH9512,USD,PURCHASE,75299,USD,APM MAIN,F14C1,a95a3797-6d64-ea11-817b-a9605c8569c6,PSAPMPART
NTPH9708-G,Philips M2601B/M4841A S02/S03 Battery Door (Gray) (New Replacement),Avante Health Solutions (APM-PATIENT MONITORING),Avante,518DD,New Aftermarket,687.000000,Y,1-5 days,NTPH9708-G,7c85319d-6d64-ea11-817b-a9605c8569c6,MANUFACTUR,7c85319d-6d64-ea11-817b-a9605c8569c6,MFGPARTNO,NTPH9708-G,0,APM MAIN,F14G1,NTPH9708-G,0,APM MAIN,7c85319d-6d64-ea11-817b-a9605c8569c6,PARTGROUP,NTPH9708-G,USD,PURCHASE,75329,USD,APM MAIN,F14I1,7c85319d-6d64-ea11-817b-a9605c8569c6,PSAPMPART
NXDX1025,GE Datex-Ohmeda 10 Pin to DB9 SpO2 Extension Cable (8ft.) (OXY-C3 Direct Replacement),Avante Health Solutions (APM-PATIENT MONITORING),Avante,TS-H3,New Aftermarket,8.000000,Y,1-5 days,NXDX1025,9e3e2ba3-6d64-ea11-817b-a9605c8569c6,MANUFACTUR,9e3e2ba3-6d64-ea11-817b-a9605c8569c6,MFGPARTNO,NXDX1025,0,APM MAIN,E05B1,NXDX1025,0,APM MAIN,9e3e2ba3-6d64-ea11-817b-a9605c8569c6,PARTGROUP,NXDX1025,USD,PURCHASE,75350,USD,APM MAIN,E05B1,9e3e2ba3-6d64-ea11-817b-a9605c8569c6,PSAPMPART
NXDX3580,GE Datex-Ohmeda Hypertronic to TruSignal SpO2 Extension Cable (TS-H3)(New Replacement),Avante Health Solutions (APM-PATIENT MONITORING),Avante,1814,New Aftermarket,21.000000,Y,1-5 days,NXDX3580,3c3f2ba3-6d64-ea11-817b-a9605c8569c6,MANUFACTUR,3c3f2ba3-6d64-ea11-817b-a9605c8569c6,MFGPARTNO,NXDX3580,0,APM MAIN,E05B1,NXDX3580,0,APM MAIN,3c3f2ba3-6d64-ea11-817b-a9605c8569c6,PARTGROUP,NXDX3580,USD,PURCHASE,75358,USD,APM MAIN,E05B1,3c3f2ba3-6d64-ea11-817b-a9605c8569c6,PSAPMPART
NXMA0327,Masimo SET 1814 LNC-10 Patient Extension Adapter Cable 8' LNCS 9 Pin to 3M 14 Pin Connector (1814 Comparable) (New Replacement),Avante Health Solutions (APM-PATIENT MONITORING),Avante,2281,New Aftermarket,8.000000,Y,1-5 days,NXMA0327,fa3f2ba3-6d64-ea11-817b-a9605c8569c6,MANUFACTUR,fa3f2ba3-6d64-ea11-817b-a9605c8569c6,MFGPARTNO,NXMA0327,0,APM MAIN,E05B1,NXMA0327,0,APM MAIN,fa3f2ba3-6d64-ea11-817b-a9605c8569c6,PARTGROUP,NXMA0327,USD,PURCHASE,75368,USD,APM MAIN,E05B1,fa3f2ba3-6d64-ea11-817b-a9605c8569c6,PSAPMPART
NXMA2027,Philips Masimo SET 2281 LNC MP10 Patient Extension Adapter Cable 10' LNCS 9 Pin to D Connect 8 Pin (Direct Replacement),Avante Health Solutions (APM-PATIENT MONITORING),Avante,4078,New Aftermarket,97.000000,Y,1-5 days,NXMA2027,20402ba3-6d64-ea11-817b-a9605c8569c6,MANUFACTUR,20402ba3-6d64-ea11-817b-a9605c8569c6,MFGPARTNO,NXMA2027,0,APM MAIN,E05A1,NXMA2027,0,APM MAIN,20402ba3-6d64-ea11-817b-a9605c8569c6,PARTGROUP,NXMA2027,USD,PURCHASE,75370,USD,APM MAIN,E05A1,20402ba3-6d64-ea11-817b-a9605c8569c6,PSAPMPART
NXMA2504,Masimo Set R25-12 SPo2 Extension Adapter Cable Philips 25 Pin to RD SET Connectors 12' Length (Does Not Read SpCO or SpMet)  (4078 Direct Replacement) (New Replacement),Avante Health Solutions (APM-PATIENT MONITORING),Avante,3345,New Aftermarket,183.000000,Y,1-5 days,NXMA2504,4844b19f-b306-ec11-8179-12e75f4d5d6d,MANUFACTUR,4844b19f-b306-ec11-8179-12e75f4d5d6d,MFGPARTNO,NXMA2504,0,APM MAIN,E05H1,NXMA2504,0,APM MAIN,4844b19f-b306-ec11-8179-12e75f4d5d6d,PARTGROUP,NXMA2504,USD,PURCHASE,147780,USD,APM MAIN,E05H1,4844b19f-b306-ec11-8179-12e75f4d5d6d,PSAPMPART
NXMA2527,Masimo SET LNC-10 Extension Adapter Cable 25 Pin to Masimo LNCS 9 Pin Connectors 10' (3345 Direct Replacement) (New Replacement),Avante Health Solutions (APM-PATIENT MONITORING),Avante,2055,New Aftermarket,52.000000,Y,1-5 days,NXMA2527,0334479e-7907-ec11-8179-12e75f4d5d6d,MANUFACTUR,0334479e-7907-ec11-8179-12e75f4d5d6d,MFGPARTNO,NXMA2527,0,APM MAIN,E05A1,NXMA2527,0,APM MAIN,0334479e-7907-ec11-8179-12e75f4d5d6d,PARTGROUP,NXMA2527,USD,PURCHASE,147802,USD,APM MAIN,E05A1,0334479e-7907-ec11-8179-12e75f4d5d6d,PSAPMPART
NXMA2827-4,Masimo LNC-4 RED 20 Pin to LNCS 9 Pin Connector SpO2 Extension 4' Cable (2055 Direct Replacement),Avante Health Solutions (APM-PATIENT MONITORING),Avante,2021406-001,New Aftermarket,10.000000,Y,1-5 days,NXMA2827-4,df9eb699-5aa8-eb11-8175-12e75f4d5d6d,MANUFACTUR,df9eb699-5aa8-eb11-8175-12e75f4d5d6d,MFGPARTNO,NXMA2827-4,0,APM MAIN,A000001,NXMA2827-4,0,APM MAIN,df9eb699-5aa8-eb11-8175-12e75f4d5d6d,PARTGROUP,NXMA2827-4,USD,PURCHASE,143883,USD,APM MAIN,STAGED INV,df9eb699-5aa8-eb11-8175-12e75f4d5d6d,PSAPMPART
NXMQ4526,"GE Marquette Nellcor OxiMax SpO2 Patient Extension Adapter Cable OxiMax DB9 9 Pin to 11 Pin Connector (10ft.) (2021406-001,2025350-001 Comparable) (New Replacement)",Avante Health Solutions (APM-PATIENT MONITORING),Avante,2016,New Aftermarket,22.000000,Y,1-5 days,NXMQ4526,0b2e31a9-6d64-ea11-817b-a9605c8569c6,MANUFACTUR,0b2e31a9-6d64-ea11-817b-a9605c8569c6,MFGPARTNO,NXMQ4526,0,APM MAIN,E05A1,NXMQ4526,0,APM MAIN,0b2e31a9-6d64-ea11-817b-a9605c8569c6,PARTGROUP,NXMQ4526,USD,PURCHASE,75374,USD,APM MAIN,E05A1,0b2e31a9-6d64-ea11-817b-a9605c8569c6,PSAPMPART
NXMQ4527,Masimo 2016 LNC-10-GE SpO2 Patient Extension Cable  GE Marquette 11 Pin to LNCS 9 Pin (10ft.) (2016 Comparable) (Replacement New),Avante Health Solutions (APM-PATIENT MONITORING),Avante,2006644-001,New Aftermarket,28.000000,Y,1-5 days,NXMQ4527,1f2e31a9-6d64-ea11-817b-a9605c8569c6,MANUFACTUR,1f2e31a9-6d64-ea11-817b-a9605c8569c6,MFGPARTNO,NXMQ4527,0,APM MAIN,E05A1,NXMQ4527,0,APM MAIN,1f2e31a9-6d64-ea11-817b-a9605c8569c6,PARTGROUP,NXMQ4527,USD,PURCHASE,75375,USD,APM MAIN,E05A1,1f2e31a9-6d64-ea11-817b-a9605c8569c6,PSAPMPART
NXMQ4560,GE Marquette Nellcor Oxismart SpO2  Patient Extension Adapter Cable Oxismart DB9 9 Pin to 11 Pin Connector (8ft.)(2006644-001 Comparable) (New Replacement),Avante Health Solutions (APM-PATIENT MONITORING),Avante,1890,New Aftermarket,3.000000,Y,1-5 days,NXMQ4560,76b396fb-8e6b-e911-8172-ae6f57ba0111,MANUFACTUR,76b396fb-8e6b-e911-8172-ae6f57ba0111,MFGPARTNO,NXMQ4560,0,APM MAIN,E05A1,NXMQ4560,0,APM MAIN,76b396fb-8e6b-e911-8172-ae6f57ba0111,PARTGROUP,NXMQ4560,USD,PURCHASE,18106,USD,APM MAIN,E05A1,76b396fb-8e6b-e911-8172-ae6f57ba0111,PSAPMPART
NXMQ4575,Masimo SET 1890 PC-12-GE Patient Extension Adapter Cable 10' LNOP F-Tab to GE Marquette 11 Pin Connector (1890 Comparable) (New Replacement),Avante Health Solutions (APM-PATIENT MONITORING),Avante,0010-20-42595,New Aftermarket,6.000000,Y,1-5 days,NXMQ4575,7b2e31a9-6d64-ea11-817b-a9605c8569c6,MANUFACTUR,7b2e31a9-6d64-ea11-817b-a9605c8569c6,MFGPARTNO,NXMQ4575,0,APM MAIN,E05A1,NXMQ4575,0,APM MAIN,7b2e31a9-6d64-ea11-817b-a9605c8569c6,PARTGROUP,NXMQ4575,USD,PURCHASE,75379,USD,APM MAIN,E05A1,7b2e31a9-6d64-ea11-817b-a9605c8569c6,PSAPMPART
